date,volz_book_1d,volz_book_5d,volz_book_20d,volz_spread_1d,volz_spread_5d,volz_spread_20d,volz_top10_1d,volz_top10_5d,volz_top10_20d,volz_bottom10_1d,volz_bottom10_5d,volz_bottom10_20d,volz_universe_1d,volz_universe_5d,volz_universe_20d,volz_spy_1d,volz_spy_5d,volz_spy_20d,volz_qqq_1d,volz_qqq_5d,volz_qqq_20d,volz_smh_1d,volz_smh_5d,volz_smh_20d,volz_psq_1d,volz_psq_5d,volz_psq_20d,volz_soxs_1d,volz_soxs_5d,volz_soxs_20d
2022-11-02,-0.5361444715924982,0.03168165975555421,-0.192098253575457,2.7866434245622056,1.8504543211029556,0.6419714873799257,-0.37051532584143,0.07809286059290411,-0.12655712358575677,-2.372700882783075,-1.2321466250670043,-0.5902627640137977,-1.7399846996820079,-0.624370036088316,-0.5429716906361962,-1.644741452122954,-0.5485562488538758,-0.08627245771005466,-1.872611752283395,-1.0768671089202715,-0.7061473730730591,-1.1894473374780328,-0.29317141714099376,-0.7753431742420736,1.8642770433742217,1.064532231088301,0.6680645387352503,1.2562271859102008,0.3394058721716133,0.6074121944686485
2022-11-03,-0.7270535391824453,-0.18401896169936455,-0.49282262102634755,1.8564111529319691,2.672167700932955,0.7599585381778893,0.4989546574551963,0.36454792456173757,-0.08847220485938377,-0.7949129279963696,-1.4967536268132675,-0.6172239456798263,-0.4778998420099947,-0.774575628568566,-0.6070767239447794,-0.6618894736930747,-0.6785973545478386,-0.08434316013909,-1.043722946797533,-1.0840417806651825,-0.8229054844962174,-0.48390252835702274,-0.2772920892384802,-0.8125350291449296,1.1160603405540115,1.1054709871094248,0.8081198853523996,0.5453596258128413,0.27278714976910984,0.6813359079682921
2022-11-04,-0.22806814401985356,-0.8888212237537185,-0.05655432909662069,1.4487114186410643,2.9385921037979172,1.1716653643708008,0.21790597804370784,0.16313467366815712,0.40916503624392214,-0.8090277627953454,-1.918472087041205,-0.4225879086918535,-0.2654323299973472,-1.2573340555714962,-0.21553627824779237,0.9227859431177474,-0.9338326770407067,0.5358448827067226,0.8545793234658028,-1.3974440046837193,-0.19512894480090187,1.9165561501541701,-0.13201345145639132,0.13690078934909092,-0.9107779989922468,1.4186279151623131,0.12888499522981148,-1.8572777413543191,0.10579433987684177,-0.2954898990669638
2022-11-07,-0.16005902127620833,-0.7832236152986537,0.1630732419119437,-0.013615737251302808,2.7333460358215844,1.3588295681554097,0.26408313219973273,0.3674198295136409,0.7311684042771567,0.2707307000101744,-1.588514236568237,-0.24757955165951645,0.42627688948577896,-0.873911614484406,0.10472075782379817,0.6082959639438349,-0.46095207941397875,0.7871363197050724,0.5793219133168396,-0.878362064617943,0.05218610769448219,0.789507964183275,0.5631309304655596,0.631578030830262,-0.5296614785237251,0.8768739759645721,-0.11843590710420944,-0.8398190054040514,-0.6049302806238713,-0.6784210460169715
2022-11-08,-0.1881774883702148,-0.817244676757609,0.44918339768444754,-0.8988570441906172,2.2934376871891105,1.3736318644871863,-0.20832118796952243,0.1798857612709549,1.0021145686687059,0.4139366630002206,-1.3962792835163556,0.02873301569566252,0.508071176592403,-0.6902100211088287,0.4713940545843072,0.34186649471468106,-0.1857319099956116,0.9608948334110773,0.383029263406697,-0.47592379186734757,0.3037346297894892,0.8739071109413972,0.842561785483393,1.1719983340976259,-0.3559199324512141,0.47412654849544683,-0.33476550257366333,-0.7648181186351628,-0.807886617227982,-0.9786545266774158
2022-11-09,0.010196467150456323,-0.589988574291354,0.49865578407914046,1.5314562676569934,1.866893006063689,1.9050209302126737,-0.9480428691114913,-0.023249521497707745,0.9436869515833199,-1.7616645689157069,-1.1835322493136784,-0.3841960673002142,-1.469362367336124,-0.5758101598359495,0.1368653278888483,-1.324915684426749,-0.05677289029960256,0.7086113767207486,-1.2362250477886387,-0.2128104003270419,0.030102022741295528,-1.1202530644960194,0.8863158796507086,0.9704043845562264,1.2769236555505457,0.24145196237707733,-0.07915377265736528,1.2367460609840446,-0.8286271955272172,-0.8732237159595768
2022-11-10,3.2636661821826647,1.1826250861497916,1.0972493571230457,-3.868579040422004,-0.5460679392163097,1.3788634934587272,3.934315679514583,1.448641648461645,1.7743108428734555,5.532007119447152,1.5173917451152406,0.647420477915836,4.146726263563177,1.469630225769327,0.9187809922478697,3.492030463450703,1.813808112550098,1.1150660031999617,3.916955482931073,2.0286372937384325,0.6150792000622078,4.177454683362224,3.087880836948181,1.664464490219975,-3.917182029903044,-1.9832468978118003,-0.69011190869245,-4.00891621474736,-2.498349468469287,-1.352448256472452
2022-11-11,0.9435081344926213,1.6503749586134602,1.6724374166751586,-2.2435980754711253,-2.403910504125282,0.32802215367962434,1.1279590706201623,1.7346912696369425,2.0210755073195186,2.057691348651091,2.5974523302672616,1.3308803645081118,1.4382557793286732,2.1191906823673867,1.5351014205889382,0.5650789276703744,1.5373621101951438,1.4922454068491773,0.8771886665607534,1.8725674752525638,1.1112880539991552,1.189728426782701,2.4925278368908192,2.2327762705418737,-0.8886604427351532,-1.8099956950456502,-1.1030163632206447,-1.1970890031523493,-2.103098270755041,-1.5025592383295798
2022-11-14,-0.4923411381124777,1.4726233174580565,1.0730991713733244,0.5613613203833907,-1.9491248714868628,0.7770402688062885,-0.6143411422994923,1.2824116418199913,1.4775095168278563,-0.753216452657534,1.9961934406522415,0.6515288641756027,-0.6706748977424518,1.5574801805007061,0.9123465454133602,-0.49546091275265114,1.0399291832034498,1.0047404759323018,-0.41419599369549837,1.4119997425085817,0.6322216305522107,-0.3393329275741974,1.9328831980103212,1.8751396051470293,0.41544013101737454,-1.4310607617203854,-0.6686065391620859,0.40080519157365146,-1.7454032919980742,-1.3743744639024447
2022-11-15,0.9654003130598984,2.0227719249617824,1.2839390608091592,-1.776058288729019,-2.4554272374055044,0.5419112234289833,1.0334968125498525,1.8927281218144896,1.6689421386263656,1.7114802023119586,2.7012025229923102,0.9109468178258102,1.2576028042412872,1.9411768133129348,1.0760880646332598,0.4961074042682834,1.1229347464767931,0.9588569362145068,0.654496961737849,1.5575976837002772,0.6976660311028372,1.1298081017556696,2.1082963827869454,2.185201702301163,-0.6172940285171721,-1.5548780286855999,-0.7102898727457055,-1.007443251927552,-1.84687353196633,-1.4645970722584578
2022-11-16,-0.9655147573935086,1.539117600378017,1.0101696542699037,-0.12663144818778907,-3.1806710242720664,0.24674422533923204,-1.3544589905735192,1.6480700084699236,1.3512446602401562,-0.8872800217014508,2.9000250671526593,0.819435420900731,-1.236240558898946,1.9353411727349128,0.8579631860188485,-0.44311038781112616,1.4801981832649678,0.9498360440019317,-0.6436983339764248,1.7715960275750555,0.5828062499647239,-1.2824963868522725,1.9313903378247599,1.7279556760327415,0.6238434298123693,-1.7533097824836537,-0.6327247606366375,1.4952220287140612,-1.7326927609409435,-1.2846116713737514
2022-11-17,0.274627341930097,0.3059177069747456,0.9347902155910982,1.9026483877555895,-0.6174068788774857,0.7605941853271665,0.41830575957413585,0.24500155544096977,1.4158146849611402,-0.7266283047960458,0.5068083331224413,0.5982983381119923,-0.4024655953458325,0.11783058608156717,0.6808053912072419,-0.17758911204655664,-0.029587941981955378,1.0238595870834795,-0.1038532598322786,0.15332817435514828,0.6138703692048934,0.26595963205367223,0.39322532423364603,1.7064868684558574,0.13657226081316295,-0.1511449777937162,-0.6565932372146163,-0.31680394084542884,-0.35061044164025706,-1.2834068249329937
2022-11-18,-0.34711430356192846,-0.2638878032965905,0.8607026145347424,0.6916063752743646,0.5891592464115009,0.6129683937023797,-0.21277879181058734,-0.3409594901046918,1.0119014335922984,-0.5360649933881894,-0.5703119929052408,0.3792358819564639,-0.2391860843865576,-0.5914847895338518,0.4322981363134695,0.264629975939465,-0.16218188142138604,0.7568704980393994,0.0016561734375168384,-0.2307483537352127,0.3611262524295126,0.06483390462284853,-0.0920491331051399,1.4131931684016468,0.0,0.2476850070661306,-0.4188003261298013,-0.061646525411367815,0.16257848394756608,-1.146056383069002
2022-11-21,-0.5449856709763056,-0.28408376508815636,0.6731422469140543,1.372076195904145,0.9525690436242075,0.8655639820790919,-0.6625378519888261,-0.36186400457667955,0.8330784583497813,-1.2388798243328296,-0.7904878648012661,0.10611408491133612,-0.8165369237585188,-0.6616972255952872,0.2199178641527899,-0.21412340374969394,-0.03531701904323485,0.5463735101200226,-0.4922463589137261,-0.2661487340220675,0.13218627724164275,-0.6286927127403023,-0.22267133423905067,1.2355012362702977,0.48475473273075553,0.279536264205348,-0.21039638609403516,0.5816479362224299,0.2446414794235193,-1.0603999242105833
2022-11-22,0.617312734529717,-0.44324420531381126,0.47702614922989456,0.36190698748026023,1.7325232478856862,1.2749041838553505,0.6927530213046601,-0.5077685890308343,0.794792221278355,0.2842437326412255,-1.3299155284688942,-0.1565240990196393,0.5647434449308988,-0.9443283393469059,0.05057610324011303,0.7923431121388271,0.09316179783236829,0.5123767221936514,0.6882030096455479,-0.25401003094085106,0.06540966641793095,1.0421117890753644,-0.25937075766032974,1.3528271488536632,-0.684669616692415,0.2514221906293589,-0.1455472710384571,-1.0331221906915484,0.23211698998624822,-1.1020373078237098
2022-11-23,0.45651221563811367,0.20342679348739276,0.6114301568101185,-1.6200528059507564,1.1958498115968694,1.0381904814279792,0.30080498836186886,0.2377086767689646,0.9883984395818024,1.1213526270332332,-0.5029764689495695,0.1157726475903489,0.7145810787800002,-0.09060763953787064,0.35113609335273965,0.36921350469002573,0.4618149017944791,0.6995607555833764,0.47756162370223854,0.25195841921147083,0.4168665983254729,0.30898001641061157,0.46761303192812065,1.5143079492224403,-0.41501568637109165,-0.21620400147070615,-0.4626493033835324,-0.36582947979835906,-0.5371605699154911,-1.1800082067213788
2022-11-25,0.040835612202742,0.09612715164512235,0.6913440879677908,-0.17453165556370576,0.2994528559650032,1.010351805926488,-0.3108383301084737,-0.08986121613154002,0.9819592072447646,-0.11252692004482386,-0.23001379470439007,0.09641465745276023,-0.22099405551565635,-0.006166412708583761,0.32331431016581297,-0.013184042868858926,0.5401496591382606,0.774110979017917,-0.31436722229909253,0.15830453005395964,0.550155254621921,-0.4219829566962815,0.15616865968065868,1.5382476425350016,0.35046533226902693,-0.12376461955557716,-0.5742378830581238,0.4508495828296344,-0.2254016218369818,-1.2135169563939046
2022-11-28,-1.0966901771085842,-0.2328207561045998,0.12301777825134684,0.2483457876047911,0.10914005465889068,0.9124440820400709,-0.8591167606633004,-0.3754837467759685,0.6030549195893556,-0.7260809276924661,-0.317680256347819,-0.10921075698709261,-0.7466347219957925,-0.23133898973553416,-0.02464521939273701,-0.9704091521314933,-0.008240646130684315,0.24084172214612196,-0.7221548337532243,-0.16305246790261307,0.05830534388148245,-0.8747588906331724,-0.2636104897132596,0.9998892785689385,0.6803589881780456,0.17514329775374016,-0.12492777216568328,0.9432028474116257,0.20052691819476512,-0.9366229067314672
2022-11-29,-0.2247288187093549,-0.07939597520755623,0.16396005633405408,-0.08385223554168761,-0.5490582611603149,0.7858252952117151,-0.22711354602005046,-0.16949957576285798,0.5970650860959282,-0.10690117293104295,0.19693622575732087,-0.040566898488860484,-0.2158998381549443,0.04688208856760083,0.026454031980947,-0.1037666065509142,0.043838245749637926,0.3156110448467305,-0.37172634526687703,-0.10283270115791744,0.10351356697079557,-0.10101721557291789,-0.018411274602901397,1.1461059795370365,0.4231470723939342,0.1416200686205654,-0.15416186451439223,0.0822240786101452,-0.02905558658464271,-1.0269855830169494
2022-11-30,1.4582730143442666,0.2778622323396908,0.526287315261439,-1.3842024434592113,-1.3459871960109064,0.4171185600440382,1.3869229196389101,0.11860778654767874,0.8697904346829773,1.7277003538714222,0.8449433812010034,0.35361063875804816,1.8470822496973034,0.6074347474094937,0.4274451506071229,1.9103904686755757,0.5276476824351201,0.8167758303970628,2.241431618449449,0.5698055836375501,0.7293480685710677,2.1130576104953698,0.4313953630146774,1.6171528233584342,-2.274751477062188,-0.5753036043562335,-0.7564282971138895,-2.133201891842288,-0.5482472871164356,-1.2909028954803752
2022-12-01,0.20432831676602162,0.1545742771649205,0.6932106427915137,-0.8798133098151749,-1.003658899033461,-0.4517004067615683,0.5396339725117016,0.2189944995363485,1.0962928312187554,0.8592434948555784,0.7134793059773329,0.9920814319177128,0.3666930658866256,0.4338025060724758,0.8784706154820844,-0.04348435219456104,0.3256545241850425,1.1457094239715797,0.0580095745184978,0.35871503333487514,1.1157356870563497,-0.11487502725685471,0.22331363708155302,1.8152485490136299,-0.0352388723933524,-0.3869056718884725,-1.0569612303812115,0.2695771488385371,-0.2650469168071361,-1.33600040299183
2022-12-02,0.561503862459413,0.390047879431844,1.0125805153761025,-0.3962408031518545,-1.1105262375020886,-0.9940150216753901,-0.3816729162931013,0.1861047864145563,0.8632482250924661,-0.034152152566382654,0.7482585959183545,1.137958417675541,-0.296744504704308,0.39994175942507787,0.9143689297268537,-0.0681885398578759,0.3008260678149454,1.2784975755436387,-0.1883490149135038,0.41486069693354194,1.3010646283532687,-0.4951504768094637,0.1915187575479759,1.8049599671879717,0.24676244028840383,-0.43016259881411584,-1.2021653574283606,0.40779259908739207,-0.28372473248063834,-1.3482953159059712
2022-12-05,-0.7358800555778281,0.5529671541557918,0.8867501663735977,0.30468330573951896,-1.0722783459133904,-1.2359032688996694,-1.1975301590078802,0.026015926037777637,0.5146558052827959,-0.9739488531074508,0.6186069580282612,1.03805096468835,-1.2430531075807645,0.1597764388815626,0.6638893651599912,-1.0666570242908986,0.24648027384903556,0.8187414411216674,-0.7960867977300972,0.36993668675525593,0.9200793574537368,-0.4291823332168038,0.3859001835380483,1.2532904305092252,0.7738510354659295,-0.380023243244959,-0.8864666197116994,0.39014758310888337,-0.48866957321529264,-1.0929761367847233
2022-12-06,-1.4013770615381154,0.010255570338946727,0.5851516873772452,0.30169474152865305,-0.8682764300534034,-1.111992522466759,-1.0668893618475963,-0.35422227212470786,0.1919630725277812,-0.8843129024492982,0.24563444323883976,0.7480553935740974,-0.9485694067586673,-0.17801013938831015,0.33943372653641984,-0.8468839920924721,-0.09306209644368814,0.4799056246731185,-0.9787476392016353,0.08357035696052122,0.5561674855606983,-0.7888530646677206,0.06870674716693619,0.8730342703536393,0.9654626063627129,-0.1351267291097531,-0.5852078770529637,0.8075905021320634,-0.19577769100120812,-0.8746485080330598
2022-12-07,0.2828253771371884,-0.49264662363203077,0.6946015420675258,0.4809215194414172,-0.0652442065698843,-0.7938981617913166,0.08975861989108931,-0.8942354372022434,0.26453154238917703,-0.20743607139460515,-0.561560872766042,0.6183467119951553,-0.008070972387739687,-0.9344646141190569,0.23468069136001735,-0.10019998707423966,-0.9382606277102465,0.38481699571196726,-0.1929003012941997,-0.9240546455946518,0.4307360245207583,-0.008283636371912062,-0.8042091335120712,0.68044332523083,0.2702295649896401,1.0072831131401143,-0.4597525812992432,0.0032796779250669123,0.8862789730224075,-0.7631367561775484
2022-12-08,0.7012716383270213,-0.2794265888113736,0.86225507044465,0.6550339391185698,0.572075464520463,-1.0006467413682527,0.9167700522335274,-0.7414253142554378,0.6923080121061189,0.24501574954669217,-0.8139121840854214,1.0206750504587212,0.738026730888405,-0.7825624670293858,0.7079575437836333,0.4619925835199782,-0.7212075157096995,0.7792949710359123,0.5593884214358495,-0.7102941868437511,0.8240156618673912,0.9149848541141887,-0.36656029028431897,1.1532135483310453,-0.5711991299433476,0.7562316863109729,-0.8141402738867246,-0.9418946063775171,0.26811260348730737,-1.0577773659148249
2022-12-09,-0.277200218413944,-0.6502671676315918,0.07825912642811073,0.22698572223168592,0.8430471792513208,-0.22733414340910874,-0.32324121818291685,-0.7155587321401572,-0.18795957298960095,-0.3460614742872916,-0.9568149017314149,6.121969785602686e-06,-0.23445344224245612,-0.763522170621124,-0.13470446181503903,-0.4427948396971749,-0.8879528283211536,-0.04734546666412648,-0.3033670815639634,-0.7642999149512428,-0.026710606631072664,-0.28815929465268186,-0.27543387821760884,0.23472580444885657,0.2738154348575171,0.772815512999486,0.02288045488909054,0.332875194049352,0.23419571951647888,-0.31073315762192066
2022-12-12,0.35066575520943655,-0.16862963440413098,-0.06547596482644161,-0.31632663766837676,0.612033716776774,0.129245011201039,0.7877513052875925,0.16171754048920362,-0.2702349349190586,0.7086376335612468,-0.2340594731588253,-0.25471754730707896,0.7939452267236449,0.13697247729352743,-0.2658449772261166,0.8563483174338631,-0.042555241540124814,0.014663229294724656,0.5986844858806805,-0.15276870178683244,-0.08814809552277088,0.6392177507907592,0.19948902110099484,0.11482813988084935,-0.5800414739874769,0.15560311824184261,0.09348967638103316,-0.6639272886295606,-0.24209830971338783,-0.1958673784886201
2022-12-13,0.6327306600317558,0.7828779285313439,0.1966943322871267,1.0762720968351416,0.9836893309855504,0.25006619932154656,0.6964495863757949,1.0063791817980419,0.020964670990857297,-0.14999820513678538,0.1096181177266095,-0.1288109785353634,0.42578819129913564,0.7976487098075506,-0.027900718767211806,0.4727989070302124,0.5773179323074809,0.2421109795946221,0.5407123121535946,0.5565993556778414,0.12648553899840373,0.6199367277709588,0.8717001662651205,0.34174022387311975,-0.5454080051448107,-0.5297171605349156,-0.12195693749763517,-0.5853834861675341,-0.8171906155195324,-0.4034131756513828
2022-12-14,0.11398361220123428,0.7003534445270708,-0.014978709681323907,0.015413494014441375,0.7670127493989891,0.5836905508338022,0.13365091012513064,1.028797684594575,-0.19306418402658052,0.07999154302933507,0.24409873166493942,-0.46288981898555764,-0.102608766733887,0.7539022558666859,-0.32990412761635834,-0.398793985427824,0.44275470475703815,0.03185847601490376,-0.37250702991869344,0.4789861705121395,-0.11180912813568543,-0.6398317158173726,0.5732136417702871,-0.06741343455753551,0.44066810842981,-0.4623526970804688,0.12343367749924535,0.5585243145458414,-0.6059646153464175,-0.0685876978552963
2022-12-15,-1.555960723634688,-0.33891545021662633,-0.1263031232505273,0.2336307856293966,0.5503507958783092,0.6643390624412511,-1.272589130427622,0.0019753243377077113,-0.15114053075375,-0.9805845743621534,-0.31363687418560476,-0.4807650656250399,-1.6354383289356278,-0.3460134523638079,-0.40799109148285245,-1.5304176502309885,-0.46674655225109396,-0.20588385713581553,-1.6946052763505939,-0.5534457563684043,-0.33804882109011386,-1.4154157660290028,-0.4924129958333992,-0.08523587662101481,1.6815166469298484,0.5510296469625408,0.3507145340379235,1.4899029851827672,0.4575340923487124,-0.0821589850436944
2022-12-16,-0.3030355358829617,-0.3455958521311042,-0.25937118257486985,0.03696445064366155,0.47345065318473195,0.28431323281807713,-0.4513110453212376,-0.0479828053653516,-0.35169301845266937,-0.31528635322877735,-0.29550151369345645,-0.3882668605668503,-0.3614045144819408,-0.3946653283108392,-0.3895715978514232,-0.7260180145062894,-0.5769307629324438,-0.3212336627148637,-0.47093963466158517,-0.6100749840677364,-0.4094813574272169,-0.28350469810620516,-0.47979083625695407,-0.20659703850883182,0.48491997648005974,0.6311599783012004,0.42207295376502635,0.305051985623385,0.433395918315419,0.06054297356274518
2022-12-19,-0.8781847443327292,-0.8865495718372524,-0.3698937754037081,0.09456212468907126,0.6266773291828961,0.15477544148364458,-0.8968869300793062,-0.8010592724506457,-0.4951482508021442,-0.6387033540283049,-0.872761239425162,-0.4097970412963174,-0.713790778085895,-1.0448114321754434,-0.48996727311140753,-0.5201408781779236,-1.181613653094586,-0.4940305945824472,-0.694009203800139,-1.1742131479172329,-0.5592032767535492,-0.4322290424605358,-0.9413878837885888,-0.3150210248771837,0.6858023155729766,1.2295750476911456,0.5811623743447959,0.45060675368836584,1.0112851896959156,0.1787420270201492
2022-12-20,0.22905537610088192,-1.0528475382978006,-0.1911143754655454,-0.13856773153518398,0.10923830876035998,-0.17903750584248504,0.22378681671267522,-1.0016774784700215,-0.29159329050811456,0.22386368514128524,-0.7173097794403774,-0.09134007189207516,0.1647974013576929,-1.1500747063627355,-0.2755628621440277,0.08406246445364823,-1.3456024752018616,-0.42839981590772636,-0.03832529310739397,-1.4092578006547953,-0.4573715580889839,-0.17863761208408596,-1.268305930319332,-0.214416122213107,0.06744991705801869,1.5140479901974724,0.47965541240638926,0.21567052027780018,1.4548988326925316,0.09340467011171184
2022-12-21,1.1020401734513552,-0.6394395751971259,-0.0975441128190576,-0.036276675158619764,0.08852588223518004,-0.26629174507496933,0.5988265703725291,-0.8124762621208239,-0.3266472173918385,0.410653227323618,-0.5790851797289921,-0.06447276923124333,0.6279986756871759,-0.8476049608956421,-0.26541399965550677,0.9275652975087676,-0.7916311201683074,-0.4126696956943818,0.7187586488752744,-0.9594409361648616,-0.4589685525963022,0.8170548867525339,-0.6618342565464569,-0.26658326043567165,-0.6774385232907516,0.995170880041201,0.48920363548032714,-0.8269484342265375,0.704880149332916,0.1509481001864711
2022-12-22,-1.1850698527536823,-0.4739493923707189,-0.4673402648462854,0.2686832203106773,0.10174159366698242,0.13831894824431476,-0.8927063123161997,-0.6398714324127602,-0.5938540102861389,-0.7254602637422747,-0.46930980671948014,-0.46003611721499027,-1.1109582887390685,-0.6264231274068869,-0.659975327685353,-0.8814899956142719,-0.5079246627144394,-0.685025427816275,-1.2103499163198614,-0.7583962845293203,-0.8204786689855099,-1.5225894313518158,-0.720150780080556,-0.6628035236818877,1.2084835206379108,0.7947681143532755,0.8746354372847042,1.47493377788594,0.7104309085995884,0.6040578783633693
2022-12-23,0.04327593499320098,-0.3177777697294825,-0.4641477262722574,0.16980466816963957,0.16056176589151527,0.21256417222674467,0.003205286305616846,-0.4385962278551685,-0.5234214589203475,-0.09227200635483057,-0.3707038437374479,-0.4540363669682718,-0.004542831493216028,-0.46749550344360136,-0.6106469549731496,0.35630117777803794,-0.026012312972269105,-0.6080343529588228,0.11054632730840722,-0.5009508632664952,-0.7247619657434718,-0.0035385325307114436,-0.5886986541309583,-0.5640410343361871,-0.06675909511593144,0.537597632799121,0.7669616625970253,-0.011696545136593774,0.5442477632258672,0.4717768003090588
2022-12-27,-0.7395421788483152,-0.2537817478667611,-0.37868093413294507,1.2372742617222712,0.6696215917287499,0.4241446028205038,-0.4433462681718389,-0.2286019612788944,-0.42322412338976295,-0.9724309507561092,-0.5189931003240886,-0.5078039770179167,-0.667559779720938,-0.44637235796268887,-0.5950826450128237,-0.24500403767684703,0.10087361435089688,-0.4476388179664008,-0.6950578668089653,-0.5028878159848957,-0.7193188770855522,-0.6470915479357241,-0.685284828230276,-0.5211057120008943,0.7024556637867371,0.5466280031781072,0.7731542793085838,0.645907389464379,0.6403723260005011,0.40642037282158106
2022-12-28,-0.7313434704779385,-0.6765637565863174,-0.48554540559228176,-0.4160729525600918,0.5352343710615988,0.35062120783522444,-0.4459790729255706,-0.5247517765133327,-0.46656978527121246,-0.054103127421428567,-0.6339881786573768,-0.49398840138384353,-0.36518706068205126,-0.67527026127646,-0.6247854180440386,-0.771753636390898,-0.28315371536411593,-0.5916485218688513,-0.6466831008680011,-0.7671622616076842,-0.7747521803367212,-0.45813557223640866,-0.8042077615770082,-0.5947291217627562,0.6899984523751861,0.8297832995519692,0.8343064106252347,0.4825891750627601,0.7714281409067895,0.5085905478536659
2022-12-29,1.593298083870787,-0.48311901702303706,-0.477680443281126,-1.3116169384222423,0.007465027942423106,0.3638811157785018,1.0885902008661739,-0.3279138885831402,-0.5537737447006857,1.4323432240201643,-0.21362547114184835,-0.5581810669178799,1.3680937846598453,-0.37124814537123707,-0.7283704550895508,1.1243188865868006,-0.20179469095927566,-0.7701244092471968,1.2000648865176688,-0.5644278360863889,-0.9862900299391376,1.1759215083311991,-0.6496065567264011,-0.7666710716364714,-1.236751736953625,0.5683028298737843,1.098535164675111,-1.1442990950748662,0.5896101433606786,0.8098850267618567
2022-12-30,0.04537174741505328,0.07106320926466365,-0.5085256140241298,-0.060418831955352775,-0.14222048413765956,0.5203142603366505,0.010823305942822787,0.0830890581350444,-0.6730017744178843,0.040913455643224586,0.13292454461963804,-0.7208528446016906,0.011265168571358933,0.1356434116717085,-0.8007116287839636,-0.1654230092769607,0.12616383791086516,-0.7995338321034279,-0.0296464018313276,-0.03977482186987366,-1.0082033459082531,-0.1416174705267855,-0.04438327642247663,-0.7727318731352958,0.0667943103187754,0.059852468396127644,1.1247541753626065,0.06204065273604303,-0.024848352597963887,0.7505022802117579
2023-01-03,0.37863508415228997,0.221409915247358,-0.5526089366662943,0.7800378251587371,0.13545131559000786,0.7606920234901787,-8.777826560233623e-05,0.08171060168553397,-0.5868422830879023,-0.43968763423077034,-0.02446245687013001,-0.8013230427363907,-0.2590967481156148,0.02105653302320733,-0.7920289250700493,-0.2666351043415505,-0.1545908410711734,-0.8471623408645651,-0.3358814967363885,-0.2393727212968017,-1.0421191762185151,-0.27792848104237805,-0.1668671574715305,-0.7298255284121838,0.3360206489854885,0.24140117019754978,1.151687514295054,0.406999772841,0.1616193027605789,0.752511542728679
2023-01-04,1.1588344937374881,1.0939245158755133,-0.13829453138392575,-0.31176076198668323,-0.5877472099970904,0.6752618166781885,0.9693978432295265,0.7255952109413382,-0.0959953219571483,0.7931800918291967,0.7935562204313474,-0.4419480953915263,0.6755026380683089,0.6374352277630377,-0.3859642583446813,0.4989779760142359,0.1788666526555297,-0.5088218627497236,0.2391767570824281,0.18399718387286268,-0.8298957789994739,0.9299300394701907,0.5451305667874716,-0.45704798803299224,-0.23618799440629534,-0.18047971867295615,0.908705319593501,-0.9599577981239301,-0.5415115617596195,0.38297961470981534
2023-01-05,-0.5592073734698444,1.2120941984662674,0.07395328339007326,0.3668049587631118,-0.21382736476832254,0.6951110366578079,-0.6474921213620447,0.6678279068672685,0.028905801605803253,-0.6148953270621831,0.5399098133129726,-0.38040518122348244,-1.0347469763723964,0.3487933872927299,-0.3987056850932704,-0.760356092160016,0.21514415687652863,-0.4806852589623978,-0.8022738332261242,0.1304141041191024,-0.7922714124929724,-0.6635788320244843,0.46168784949993047,-0.4307496624262517,0.8301150598245186,-0.1361657429658942,0.8764985224158498,0.6581793649239985,-0.4863141286203567,0.3463349182858234
2023-01-06,1.4244996105280399,1.1208030829938398,0.3243850055381306,-0.24326837970516935,0.2543974924120937,0.546283389833366,0.7101316795479135,0.47761969055095393,0.1650143539718134,0.5831712959379992,0.15305080819045444,-0.20940219866356372,0.9328954450446623,0.13866997941720824,-0.194243078182879,1.5206478404182606,0.3588582832566209,-0.12437415420033616,1.4080406851598506,0.20208824881965612,-0.4508087374888694,1.6150066469109217,0.6427255136276496,-0.08524922830539905,-1.3548195600892134,-0.1699109112972007,0.47830727602238843,-1.6646450322213955,-0.7059866164210448,-0.07590807294610825
2023-01-09,0.07458458604718084,1.1210341134076582,0.16936668022853885,-1.7334443561477622,-0.49971314639338404,0.024283051267759412,-0.13581831864015909,0.40907717652618447,-0.09374263350586418,0.8957592998720147,0.5388660014637484,-0.07243211202167152,0.7578675791882777,0.47395897669374437,-0.1978940993960466,-0.03709757284217304,0.4154657184110336,-0.243649766688406,0.3251467060905081,0.3593804449059595,-0.5010614341559837,0.7890160004758415,1.0650081562113511,-0.11252139904597062,-0.3087277068394596,-0.33450361270715573,0.5414701695457361,-0.6774233157176146,-0.9769333100317849,-0.010194753459572242
2023-01-10,0.6082698409718863,1.2716212922888317,0.3860021292850884,0.46133018234150275,-0.650573776640815,0.07541900799298744,0.8436690732323705,0.8150035215175727,0.17488541826446205,0.23732712688273297,0.8698233093171206,0.06100544674225845,0.46608757103334625,0.8274810691050085,-0.04513401065854252,0.4726512249840784,0.772473532207161,-0.03473704576334438,0.4379168323994253,0.7304121894602944,-0.35095460099515174,0.488677923618698,1.4793229076893104,0.05890007347115883,-0.5327144707159162,-0.7303482935104414,0.36380390889610886,-0.466154312758556,-1.3228705083649532,-0.18672033700877788
